Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-02,2022,4,2,,9.6,,0.2,,4.9,,13.1,,0.0,,5.2,,0.2,,5.4,,0.0,T,24.0,,64.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-03,2022,4,3,,5.2,,-0.5,,2.4,,15.6,,0.0,,0.0,,1.2,,0.6,,1.0,,28.0,,79.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-04,2022,4,4,,9.8,,-1.4,,4.2,,13.8,,0.0,,29.6,,0.0,,29.6,,0.0,T,12.0,,63.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-05,2022,4,5,,5.2,,-0.7,,2.3,,15.7,,0.0,,1.6,,2.6,,4.0,,2.0,,30.0,,58.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-06,2022,4,6,,2.5,,-0.7,,0.9,,17.1,,0.0,,4.6,,5.6,,9.4,,6.0,,30.0,,69.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-07,2022,4,7,,1.9,,-0.5,,0.7,,17.3,,0.0,,2.8,,0.0,T,2.8,,0.0,T,2.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-08,2022,4,8,,3.9,,-3.0,,0.5,,17.5,,0.0,,0.0,,0.2,,0.2,,0.0,T,2.0,,42.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-09,2022,4,9,,2.3,,-3.2,,-0.5,,18.5,,0.0,,19.4,,0.0,T,19.4,,0.0,T,18.0,,59.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-10,2022,4,10,,7.3,,-1.2,,3.1,,14.9,,0.0,,9.2,,0.0,,9.2,,,,28.0,,45.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-11,2022,4,11,,1.9,,-1.3,,0.3,,17.7,,0.0,,2.8,,1.4,,4.2,,1.0,E,32.0,,84.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-12,2022,4,12,,2.9,,-0.4,,1.3,,16.7,,0.0,,0.0,,0.0,T,0.0,T,0.0,T,34.0,,79.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-13,2022,4,13,,1.3,,-1.0,,0.2,,17.8,,0.0,,2.0,,0.0,T,2.8,,0.0,T,34.0,,60.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-14,2022,4,14,,3.0,,-3.8,,-0.4,,18.4,,0.0,,0.0,,0.0,,0.0,,,,35.0,,64.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-15,2022,4,15,,7.7,,-5.4,,1.2,,16.8,,0.0,,0.0,,0.0,,0.0,,,,18.0,,48.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-16,2022,4,16,,13.9,,0.1,,7.0,,11.0,,0.0,,3.6,,0.0,,3.6,,,,17.0,,72.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-17,2022,4,17,,12.0,,4.5,,8.3,,9.7,,0.0,,0.6,,0.0,,0.6,,0.0,T,17.0,,84.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-18,2022,4,18,,8.9,,-2.1,,3.4,,14.6,,0.0,,1.8,,0.0,T,1.8,,0.0,T,28.0,,77.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-19,2022,4,19,,1.9,,-4.2,,-1.2,,19.2,,0.0,,0.0,,0.0,,0.0,,,,17.0,,56.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-20,2022,4,20,,6.2,,-2.4,,1.9,,16.1,,0.0,,2.6,,0.0,,2.6,,,,19.0,,81.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-21,2022,4,21,,9.1,,-3.6,,2.8,,15.2,,0.0,,0.0,,0.0,,0.0,,,,30.0,,59.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-22,2022,4,22,,10.8,,-2.7,,4.1,,13.9,,0.0,,0.0,,0.0,,0.0,,,,28.0,,42.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-23,2022,4,23,,5.0,,-0.4,,2.3,,15.7,,0.0,,13.2,,3.4,,19.4,,3.0,E,16.0,,65.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-24,2022,4,24,,3.0,,-0.1,,1.5,,16.5,,0.0,,32.4,,0.0,,32.4,,3.0,,11.0,,60.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-25,2022,4,25,,3.8,,0.6,,2.2,,15.8,,0.0,,0.0,,0.0,,0.0,,0.0,T,7.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-26,2022,4,26,,3.9,,0.2,,2.1,,15.9,,0.0,,0.0,T,0.0,,0.0,T,,,5.0,,36.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-27,2022,4,27,,8.2,,-0.8,,3.7,,14.3,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-28,2022,4,28,,8.5,,-1.7,,3.4,,14.6,,0.0,,0.4,,0.0,,0.4,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-29,2022,4,29,,5.3,,1.6,,3.5,,14.5,,0.0,,1.4,,0.0,,1.4,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-04-30,2022,4,30,,5.5,,2.5,,4.0,,14.0,,0.0,,7.8,,0.0,,7.8,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-01,2022,5,1,,12.2,,2.9,,7.6,,10.4,,0.0,,0.4,,0.0,,0.4,,,,24.0,,33.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-02,2022,5,2,,6.5,,2.0,,4.3,,13.7,,0.0,,1.6,,0.0,,1.6,,,,1.0,,34.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-03,2022,5,3,,7.7,,1.1,,4.4,,13.6,,0.0,,0.0,T,0.0,,0.0,T,,,33.0,,52.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-04,2022,5,4,,6.3,,1.4,,3.9,,14.1,,0.0,,0.0,T,0.0,,0.0,T,,,26.0,,34.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-05,2022,5,5,,9.9,,2.5,,6.2,,11.8,,0.0,,11.6,,0.0,,11.6,,,,27.0,,45.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-06,2022,5,6,,5.2,,-0.2,,2.5,,15.5,,0.0,,6.2,,0.0,T,6.2,,,,36.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-07,2022,5,7,,5.7,,-2.5,,1.6,,16.4,,0.0,,0.0,,0.0,T,0.0,T,,,29.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-08,2022,5,8,,9.5,,-3.0,,3.3,,14.7,,0.0,,0.0,,0.0,,0.0,,,,29.0,,41.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-09,2022,5,9,,8.9,,-3.2,,2.9,,15.1,,0.0,,0.0,,0.0,,0.0,,,,6.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-10,2022,5,10,,13.3,,-1.7,,5.8,,12.2,,0.0,,0.0,,0.0,,0.0,,,,27.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-11,2022,5,11,,18.6,,2.5,,10.6,,7.4,,0.0,,0.0,,0.0,,0.0,,,,27.0,,67.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-12,2022,5,12,,20.3,,0.1,,10.2,,7.8,,0.0,,0.2,,0.0,,0.2,,,,1.0,,55.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-13,2022,5,13,,12.9,,-1.4,,5.8,,12.2,,0.0,,0.0,T,0.0,,0.0,T,,,32.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-14,2022,5,14,,3.6,,-2.5,,0.6,,17.4,,0.0,,10.8,,0.0,,10.8,,,,14.0,,42.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-15,2022,5,15,,5.2,,-3.6,,0.8,,17.2,,0.0,,0.4,,0.2,,0.6,,,,30.0,,73.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-16,2022,5,16,,11.1,,-0.9,,5.1,,12.9,,0.0,,0.0,,0.0,,0.0,,,,12.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-17,2022,5,17,,10.7,,2.2,,6.5,,11.5,,0.0,,0.0,,0.0,,0.0,,,,17.0,,62.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-18,2022,5,18,,16.1,,3.6,,9.9,,8.1,,0.0,,12.0,,0.0,,12.0,,,,18.0,,72.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-19,2022,5,19,,12.1,,3.4,,7.8,,10.2,,0.0,,0.0,,0.0,,0.0,,,,28.0,,62.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-20,2022,5,20,,14.0,,2.5,,8.3,,9.7,,0.0,,0.0,,0.0,,0.0,,,,34.0,,36.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-21,2022,5,21,,17.8,,1.1,,9.5,,8.5,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-22,2022,5,22,,17.6,,10.4,,14.0,,4.0,,0.0,,0.0,,0.0,,0.0,,,,26.0,,52.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-23,2022,5,23,,23.2,,2.3,,12.8,,5.2,,0.0,,21.4,,0.0,,21.4,,,,24.0,,68.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-24,2022,5,24,,7.0,,0.7,,3.9,,14.1,,0.0,,0.8,,0.0,,0.8,,,,3.0,,60.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-25,2022,5,25,,8.8,,0.5,,4.7,,13.3,,0.0,,0.0,,0.0,,0.0,,,,13.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-26,2022,5,26,,13.0,,-0.9,,6.1,,11.9,,0.0,,0.0,,0.0,,0.0,,,,1.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-27,2022,5,27,,8.3,,-0.7,,3.8,,14.2,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-28,2022,5,28,,6.9,,1.5,,4.2,,13.8,,0.0,,22.0,,0.0,,22.0,,,,16.0,,74.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-29,2022,5,29,,18.8,,3.4,,11.1,,6.9,,0.0,,10.6,,0.0,,10.6,,,,17.0,,67.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-30,2022,5,30,,21.4,,4.1,,12.8,,5.2,,0.0,,0.2,,0.0,,0.2,,,,28.0,,42.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-05-31,2022,5,31,,14.0,,3.4,,8.7,,9.3,,0.0,,5.6,,0.0,,5.6,,,,35.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-01,2022,6,1,,5.5,,2.7,,4.1,,13.9,,0.0,,19.8,,0.0,,19.8,,,,28.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-02,2022,6,2,,5.9,,3.2,,4.6,,13.4,,0.0,,15.6,,0.0,,15.6,,,,2.0,,50.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-03,2022,6,3,,7.3,,2.8,,5.1,,12.9,,0.0,,2.2,,0.0,,2.2,,,,35.0,,68.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-04,2022,6,4,,10.8,,3.5,,7.2,,10.8,,0.0,,0.4,,0.0,,0.4,,,,32.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-05,2022,6,5,,10.9,,4.6,,7.8,,10.2,,0.0,,0.2,,0.0,,0.2,,,,32.0,,49.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-06,2022,6,6,,17.7,,2.6,,10.2,,7.8,,0.0,,0.0,T,0.0,,0.0,T,,,26.0,,36.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-07,2022,6,7,,5.1,,0.5,,2.8,,15.2,,0.0,,0.0,T,0.0,,0.0,T,,,1.0,,56.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-08,2022,6,8,,12.4,,0.1,,6.3,,11.7,,0.0,,0.0,,0.0,,0.0,,,,32.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-09,2022,6,9,,12.5,,1.2,,6.9,,11.1,,0.0,,0.0,,0.0,,0.0,,,,18.0,,37.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-10,2022,6,10,,14.7,,8.6,,11.7,,6.3,,0.0,,20.0,,0.0,,20.0,,,,20.0,,67.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-11,2022,6,11,,22.4,,11.9,,17.2,,0.8,,0.0,,4.4,,0.0,,4.4,,,,23.0,,68.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-12,2022,6,12,,23.5,,4.9,,14.2,,3.8,,0.0,,0.0,,0.0,,0.0,,,,27.0,,42.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-13,2022,6,13,,11.6,,2.6,,7.1,,10.9,,0.0,,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-14,2022,6,14,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-15,2022,6,15,,,M,,M,,M,,M,,M,0.0,,0.0,,0.0,,,,3.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-16,2022,6,16,,21.2,,1.9,,11.6,,6.4,,0.0,,0.0,,0.0,,0.0,,,,17.0,,36.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-17,2022,6,17,,18.4,,5.3,,11.9,,6.1,,0.0,,0.0,,0.0,,0.0,,,,15.0,,36.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-18,2022,6,18,,,M,,M,,M,,M,,M,0.0,T,0.0,,0.0,T,,,23.0,,87.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-19,2022,6,19,,22.5,,12.2,,17.4,,0.6,,0.0,,0.0,T,0.0,,0.0,T,,,22.0,,55.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-20,2022,6,20,,17.7,,11.1,,14.4,,3.6,,0.0,,2.4,,0.0,,2.4,,,,19.0,,66.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-21,2022,6,21,,21.0,,12.4,,16.7,,1.3,,0.0,,7.2,,0.0,,7.2,,,,19.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-22,2022,6,22,,23.2,,12.7,,18.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,29.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-23,2022,6,23,,25.6,,12.1,,18.9,,0.0,,0.9,,0.8,,0.0,,0.8,,,,27.0,,50.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-24,2022,6,24,,25.8,,16.7,,21.3,,0.0,,3.3,,0.0,T,0.0,,0.0,T,,,27.0,,49.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-25,2022,6,25,,25.3,,16.8,,21.1,,0.0,,3.1,,4.0,,0.0,,4.0,,,,24.0,,63.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-26,2022,6,26,,26.3,,16.4,,21.4,,0.0,,3.4,,0.6,,0.0,,0.6,,,,25.0,,40.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-27,2022,6,27,,25.1,,13.4,,19.3,,0.0,,1.3,,0.4,,0.0,,0.4,,,,26.0,,48.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-28,2022,6,28,,25.6,,16.3,,21.0,,0.0,,3.0,,0.0,T,0.0,,0.0,T,,,25.0,,63.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-29,2022,6,29,,25.3,,17.1,,21.2,,0.0,,3.2,,1.4,,0.0,,1.4,,,,27.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-06-30,2022,6,30,,21.9,,12.9,,17.4,,0.6,,0.0,,0.2,,0.0,,0.2,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-01,2022,7,1,,21.2,,13.1,,17.2,,0.8,,0.0,,0.0,T,0.0,,0.0,T,,,17.0,,43.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-02,2022,7,2,,25.8,,14.5,,20.2,,0.0,,2.2,,0.0,T,0.0,,0.0,T,,,23.0,,52.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-03,2022,7,3,,23.2,,15.4,,19.3,,0.0,,1.3,,1.8,,0.0,,1.8,,,,24.0,,65.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-04,2022,7,4,,25.0,,10.6,,17.8,,0.2,,0.0,,0.0,,0.0,,0.0,,,,30.0,,55.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-05,2022,7,5,,21.8,,9.9,,15.9,,2.1,,0.0,,0.0,,0.0,,0.0,,,,25.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-06,2022,7,6,,24.9,,11.9,,18.4,,0.0,,0.4,,2.2,,0.0,,2.2,,,,23.0,,57.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-07,2022,7,7,,20.6,,10.8,,15.7,,2.3,,0.0,,12.0,,0.0,,12.0,,,,26.0,,59.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-08,2022,7,8,,17.3,,9.5,,13.4,,4.6,,0.0,,0.0,,0.0,,0.0,,,,31.0,,50.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-09,2022,7,9,,18.6,,7.6,,13.1,,4.9,,0.0,,0.0,T,0.0,,0.0,T,,,25.0,,38.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-10,2022,7,10,,20.9,,10.7,,15.8,,2.2,,0.0,,0.0,,0.0,,0.0,,,,26.0,,64.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-11,2022,7,11,,23.0,,10.6,,16.8,,1.2,,0.0,,0.0,,0.0,,0.0,,,,26.0,,46.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-12,2022,7,12,,24.3,,11.4,,17.9,,0.1,,0.0,,0.0,,0.0,,0.0,,,,27.0,,48.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-13,2022,7,13,,25.4,,12.3,,18.9,,0.0,,0.9,,0.0,T,0.0,,0.0,T,,,25.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-14,2022,7,14,,24.9,,12.2,,18.6,,0.0,,0.6,,0.0,,0.0,,0.0,,,,27.0,,39.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-15,2022,7,15,,22.2,,12.3,,17.3,,0.7,,0.0,,0.4,,0.0,,0.4,,,,28.0,,38.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-16,2022,7,16,,24.6,,13.4,,19.0,,0.0,,1.0,,0.5,,0.0,,0.5,,,,29.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-17,2022,7,17,,25.9,,11.4,,18.7,,0.0,,0.7,,0.0,,0.0,,0.0,,,,19.0,,37.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-18,2022,7,18,,26.7,,16.1,,21.4,,0.0,,3.4,,0.0,T,0.0,,0.0,T,,,27.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-19,2022,7,19,,21.9,,15.1,,18.5,,0.0,,0.5,,43.8,,0.0,,43.8,,,,15.0,,58.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-20,2022,7,20,,23.3,,14.8,,19.1,,0.0,,1.1,,2.0,,0.0,,2.0,,,,27.0,,71.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-21,2022,7,21,,25.5,,14.2,,19.9,,0.0,,1.9,,0.0,T,0.0,,0.0,T,,,28.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-22,2022,7,22,,26.8,,12.2,,19.5,,0.0,,1.5,,0.0,,0.0,,0.0,,,,16.0,,31.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-23,2022,7,23,,27.9,,17.8,,22.9,,0.0,,4.9,,0.0,T,0.0,,0.0,T,,,27.0,,51.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-24,2022,7,24,,30.3,,16.8,,23.6,,0.0,,5.6,,0.0,,0.0,,0.0,,,,27.0,,43.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-25,2022,7,25,,28.8,,17.6,,23.2,,0.0,,5.2,,0.0,,0.0,,0.0,,,,26.0,,59.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-26,2022,7,26,,26.8,,18.0,,22.4,,0.0,,4.4,,0.0,,0.0,,0.0,,,,25.0,,65.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-27,2022,7,27,,22.9,,15.4,,19.2,,0.0,,1.2,,7.4,,0.0,,7.4,,,,27.0,,42.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-28,2022,7,28,,22.4,,10.6,,16.5,,1.5,,0.0,,0.0,,0.0,,0.0,,,,29.0,,36.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-29,2022,7,29,,17.6,,10.8,,14.2,,3.8,,0.0,,0.8,,0.0,,0.8,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-30,2022,7,30,,20.6,,13.4,,17.0,,1.0,,0.0,,0.2,,0.0,,0.2,,,,20.0,,53.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-07-31,2022,7,31,,25.2,,16.2,,20.7,,0.0,,2.7,,0.0,,0.0,,0.0,,,,26.0,,54.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-01,2022,8,1,,27.8,,15.8,,21.8,,0.0,,3.8,,0.0,,0.0,,0.0,,,,26.0,,41.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-02,2022,8,2,,28.1,,15.7,,21.9,,0.0,,3.9,,0.0,,0.0,,0.0,,,,28.0,,38.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-03,2022,8,3,,25.6,,15.8,,20.7,,0.0,,2.7,,0.6,,0.0,,0.6,,,,27.0,,52.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-04,2022,8,4,,24.0,,15.9,,20.0,,0.0,,2.0,,1.2,,0.0,,1.2,,,,26.0,,41.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-05,2022,8,5,,29.5,,16.6,,23.1,,0.0,,5.1,,0.0,T,0.0,,0.0,T,,,27.0,,57.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-06,2022,8,6,,25.3,,15.2,,20.3,,0.0,,2.3,,0.0,,0.0,,0.0,,,,35.0,,45.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-07,2022,8,7,,28.1,,15.3,,21.7,,0.0,,3.7,,0.0,,0.0,,0.0,,,,26.0,,61.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-08,2022,8,8,,21.9,,12.3,,17.1,,0.9,,0.0,,2.1,,0.0,,2.1,,,,29.0,,47.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-09,2022,8,9,,13.4,,11.7,,12.6,,5.4,,0.0,,52.3,,0.0,,52.3,,,,11.0,,56.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-10,2022,8,10,,15.0,,11.9,,13.5,,4.5,,0.0,,3.0,,0.0,,3.0,,,,8.0,,60.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-11,2022,8,11,,,M,,M,,M,,M,,M,0.8,,0.0,,0.8,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-12,2022,8,12,,18.0,,12.9,,15.5,,2.5,,0.0,,3.4,,0.0,,3.4,,,,17.0,,32.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-13,2022,8,13,,21.6,,14.2,,17.9,,0.1,,0.0,,4.6,,0.0,,4.6,,,,,M,,M
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-14,2022,8,14,,19.9,,14.2,,17.1,,0.9,,0.0,,0.0,T,0.0,,0.0,T,,,15.0,,68.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-15,2022,8,15,,25.9,,15.9,,20.9,,0.0,,2.9,,0.2,,0.0,,0.2,,,,21.0,,44.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-16,2022,8,16,,17.8,,14.3,,16.1,,1.9,,0.0,,0.6,,0.0,,0.6,,,,27.0,,36.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-17,2022,8,17,,17.4,,14.5,,16.0,,2.0,,0.0,,34.6,,0.0,,34.6,,,,9.0,,57.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-18,2022,8,18,,19.7,,14.9,,17.3,,0.7,,0.0,,10.4,,0.0,,10.4,,,,20.0,,45.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-19,2022,8,19,,25.6,,17.7,,21.7,,0.0,,3.7,,25.2,,0.0,,25.2,,,,27.0,,62.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-20,2022,8,20,,24.1,,13.5,,18.8,,0.0,,0.8,,1.8,,0.0,,1.8,,,,29.0,,48.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-21,2022,8,21,,18.5,,12.6,,15.6,,2.4,,0.0,,0.2,,0.0,,0.2,,,,27.0,,37.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-22,2022,8,22,,22.8,,13.0,,17.9,,0.1,,0.0,,0.0,,0.0,,0.0,,,,29.0,,49.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-23,2022,8,23,,23.8,,13.8,,18.8,,0.0,,0.8,,4.4,,0.0,,4.4,,,,18.0,,60.0,
-52.75,47.62,ST. JOHN'S INTL A,8403505,2022-08-24,2022,8,24,,25.3,,16.7,,21.0,,0.0,,3.0,,3.3,,0.0,,3.3,,,,17.0,,62.0,
